BULKLOAD data/sortedData_3_10_1000.txt 1000
INSERT 1512309403 1963558589 2042270719
QUERY 1348786142 110384759 1893132054
INSERT 1439948810 1630638306 1103262652
QUERY 1830715463 217437126 1261909925
QUERY 485718598 525862589 598370327
QUERY 25084100 1903409954 379461075
QUERY 1043388777 413360099 1844400657
QUERY 1424870254 737161521 1481564119
QUERY 1620617397 1201269245 1887286861
QUERY 1681545190 1572255140 88639634
QUERY 1917396068 1126424365 1615101078
QUERY 1805892655 346427209 1284198764
QUERY 241486253 2055653639 2094305829
QUERY 1129947779 1761855727 1384724137
QUERY 1862584353 801515864 2086698633
QUERY 1406067367 2020909913 573401868
QUERY 264074397 342852230 776123030
QUERY 1902547395 1129355779 1144586996
QUERY 1491014205 1547891198 1565289215
QUERY 518658167 1249000013 1926338433
QUERY 818213828 734425899 822171165
QUERY 166690324 1894379305 1814125115
QUERY 1147055595 1662570742 1730663304
QUERY 773319847 1404196431 1968217462
QUERY 648031326 1411154259 1737518944
INSERT 1342342355 364267928 2067195931
QUERY 901402361 32714926 1285332060
QUERY 624988591 117562364 950470273
QUERY 1424870254 737161521 1481564119
QUERY 655154589 1108537283 431315644
QUERY 1380595288 1060085833 511065331
QUERY 1351596634 705805169 17762121
QUERY 1700217177 1426869906 1116391568
QUERY 672397965 1401967870 99518845
QUERY 360347209 765654974 1555368808
QUERY 750031639 545089965 2087742367
QUERY 979788782 207409617 1105873340
QUERY 705231242 1836565277 712356213
QUERY 1534230297 1364090032 1108399134
QUERY 112028656 2100598388 1732360161
QUERY 635723058 1369133069 1125898167
QUERY 1841512783 99860334 1838877289
QUERY 157230909 175544746 479663071
QUERY 520179107 245324175 440107110
QUERY 342146590 1723578341 672563970
QUERY 518807784 144931902 1279991182
QUERY 380084515 864917388 1979405934
QUERY 257051990 229229939 608585021
QUERY 708445355 1021667946 1172657018
QUERY 799617071 2125041851 1237907318
QUERY 304089172 1303455736 35005211
QUERY 1454711260 1828468707 1290309093
QUERY 2079655829 1872581555 1136510043
QUERY 959171794 353056618 589130772
QUERY 127262838 1144346489 281614747
QUERY 1793891254 10604139 1893051878
QUERY 2079153931 1378874268 1426201367
QUERY 1979629507 351748718 1350422715
QUERY 505035157 728099628 255749241
QUERY 304089172 1303455736 35005211
QUERY 379612815 976039196 1499423174
QUERY 625843881 532495011 415675634
QUERY 326371351 1893122308 655783752
INSERT 1824792591 2034658020 1858977907
QUERY 1498617647 669908538 1387036159
QUERY 1287572525 1019382894 1758179117
QUERY 764324635 114962507 952617546
INSERT 932619125 436046852 905023795
QUERY 1478633400 627200707 1492469147
QUERY 209473567 1917104697 1353825800
QUERY 1759592334 1371570003 777635325
QUERY 214403805 1731282077 592518589
QUERY 930545146 1619772932 1637336066
QUERY 1555843311 1112150466 211073291
INSERT 663240380 774528421 380522293
QUERY 1285546088 1357034179 998561653
QUERY 1227586442 1434895504 2006420005
QUERY 2137609814 1131672477 1389312545
QUERY 1047348777 2126093972 402684042
QUERY 547533378 1688160067 800532362
QUERY 1988514997 1530382488 1123458793
QUERY 1888520737 957709673 571333576
QUERY 1309681766 219080540 1423098250
QUERY 571761195 2113739534 1436354184
QUERY 1071288421 1953148223 1172787083
QUERY 1928869587 1282503951 1837078613
QUERY 490127327 1982952893 2091527851
QUERY 1287087586 236300691 1449277843
QUERY 788077993 743797882 1066043960
QUERY 1649885498 1457835131 1076783930
QUERY 1499327462 413783119 21619219
QUERY 284362981 1154076758 411753803
QUERY 1071288421 1953148223 1172787083
QUERY 1129947779 1761855727 1384724137
INSERT 2057303251 318219345 1381501676
QUERY 1805502110 1533328002 437812575
QUERY 1480192729 567571860 967414985
QUERY 1419787146 598087361 588946088
INSERT 1306964213 73548654 1608543242
QUERY 103407747 2024052883 1281532005
QUERY 429363923 547772603 1238138000
QUERY 1202610391 1678552044 217155554
QUERY 329746013 1478003685 1755549858
QUERY 332128633 1199194480 1169023610
QUERY 739540323 1229506712 1692162998
QUERY 764324635 114962507 952617546
QUERY 1947772071 1070804676 469742675
QUERY 349517445 588219756 1856669179
QUERY 2115115464 636600769 1950148346
QUERY 69712300 602794391 811781744
QUERY 1143910377 984497148 1540150614
QUERY 132207290 1623783060 250992912
QUERY 1574863478 1184655607 1900645818
QUERY 1574863478 1184655607 1900645818
QUERY 1911759956 749241873 137806862
QUERY 932026304 496060028 828388027
QUERY 256461913 1905265732 1767677883
QUERY 764104612 1026261729 1669059703
INSERT 1732575292 1801266993 634680372
QUERY 238962600 776532036 1238433452
QUERY 1825540498 1085971137 1439710616
INSERT 1377284180 1981622242 432411719
QUERY 813722887 1568471124 697306536
QUERY 119795383 924589007 760682697
QUERY 493282174 1123914005 873806238
QUERY 772913337 228857495 1170364994
QUERY 1670332055 314303367 1206537041
QUERY 778276234 178195465 436985372
QUERY 1864495970 211187189 1198892568
QUERY 1189641421 1025202362 1350490027
QUERY 213153954 481762508 865144369
QUERY 638422090 1943327684 1953443376
QUERY 1873047941 341620976 2140430090
QUERY 1313774993 755668711 2080134029
QUERY 2072494246 517852917 1229189198
QUERY 946201521 2062456906 1091570548
QUERY 2133971114 1549218751 529106038
QUERY 1450573622 1037127828 1034949299
QUERY 1523258460 768351526 386071501
QUERY 1768761428 671050425 1543531308
QUERY 1476181689 1307881161 625550959
QUERY 1854740157 1104978356 1718412058
QUERY 662498958 1181007455 1330704386
QUERY 512976554 339980538 1215387142
QUERY 94094703 342431566 255020423
QUERY 1661084821 1738394660 2067936271
QUERY 36194537 1284833622 1791020107
QUERY 586946250 116612849 472112824
QUERY 1370973813 1503967857 1158381494
QUERY 997816071 1792060528 1254941307
QUERY 878015685 223768946 1753962506
QUERY 1836239023 829478142 1425177886
QUERY 6197306 1784509991 184587600
QUERY 220782137 1640811776 1792347421
QUERY 986478257 1485511804 1650994571
QUERY 75339157 1903934452 520097076
QUERY 106717035 1800204784 601102565
QUERY 1702615687 1874464008 1238722987
QUERY 516417225 1335146861 100899226
QUERY 1446648412 695466127 745598382
QUERY 371920813 618364292 91943680
QUERY 2004187516 371653516 962033002
QUERY 128971709 942707678 1337912767
QUERY 2083535042 1381412018 1282107186
QUERY 1330573317 603570492 1687926652
QUERY 1700313522 1874545820 1206674446
QUERY 770361246 1178835412 674426555
QUERY 111537764 338888228 2147469841
QUERY 1019087561 945669195 1198409115
QUERY 1198872591 178850617 2016146315
QUERY 7202119 1153053473 1875065626
QUERY 349638498 158294806 1990392306
QUERY 42999170 982906996 135497281
QUERY 1025681162 2077538684 951420003
QUERY 1361442254 1684576615 285234900
QUERY 1616992200 241315329 1994159651
QUERY 1244453596 196095815 819827984
QUERY 163516094 51028232 1225154565
QUERY 75245562 1390598089 1028363610
INSERT 124976538 13622720 1033030139
QUERY 2058711301 1090179343 2012709439
QUERY 219544266 1030313563 580508860
QUERY 980470280 330715878 1604186317
QUERY 1583008018 1135664394 1764712022
QUERY 1815740254 1294641371 118853577
QUERY 612353198 1186994949 1450099355
QUERY 1660038320 216272000 1243769942
QUERY 1419787146 598087361 588946088
QUERY 869882034 2131347733 597519975
QUERY 928235854 1269177287 1358711291
QUERY 346892037 1474717082 774188464
QUERY 2068829836 1764926102 1359934778
QUERY 849139480 955698428 1332184553
QUERY 1403938270 1384079421 2115227667
QUERY 1855103807 856979759 1145975358
QUERY 1671581032 1337434154 158136104
QUERY 1923775275 170253681 477223956
QUERY 219544266 1030313563 580508860
QUERY 212615144 1810189693 793561262
QUERY 1261563406 274205755 994438513
QUERY 1564524615 1315985367 756675294
QUERY 162340154 326661397 1279576992
QUERY 383744100 926385023 1453663885
QUERY 636818131 158555083 303509799
QUERY 44869657 1342983222 1588295330
QUERY 505185185 2028720897 2020432100
QUERY 740754300 1696888555 785663789
QUERY 2088597035 761158855 1268182125
QUERY 113766839 111387570 1883555567
QUERY 1055692304 693143361 1021547187
QUERY 1325056986 1859374850 79894982
QUERY 570840516 1558581086 1268409912
QUERY 823818133 147075857 1821635630
QUERY 272020127 488663950 2033505236
QUERY 313960282 2070504860 668703942
QUERY 1539942439 987987334 1162088421
QUERY 1177352142 1536084585 871451454
QUERY 1255237575 1132205946 754963290
QUERY 1392685105 1626685856 1674410909
QUERY 1837421398 681744553 1837872486
QUERY 150204609 807311610 1180548053
QUERY 9683170 1955399018 564472373
QUERY 364531492 914600930 2085308422
QUERY 192713458 1671067660 2133626771
QUERY 1574486766 233694996 1055640066
QUERY 135813159 726764303 368046387
QUERY 183995952 1041852428 683968233
QUERY 859484421 1914544919 608413784
QUERY 17362762 81608747 2094033483
QUERY 1258463193 984241458 1138647299
QUERY 1808158388 1766234353 972745662
QUERY 1374956156 1178458834 1028469805
QUERY 1142930164 2133584523 127052251
INSERT 1380224854 1959551027 1332205733
QUERY 246915637 1279199044 917136916
QUERY 847115734 1541000817 1502999438
QUERY 1974806403 1473144500 1739000681
QUERY 1578716908 62299853 2000033062
QUERY 763513893 816897926 579826340
QUERY 1033464118 920613040 198168763
QUERY 10236143 866423704 1407963890
QUERY 1207677522 1601403881 1901913787
QUERY 797005272 1972487325 1258679396
QUERY 1226788731 96796729 427814750
QUERY 928333437 1228470537 1608109671
QUERY 1511117184 1884412400 115000093
QUERY 269244949 421795707 415758411
QUERY 1282182115 1830563085 403214335
QUERY 1291533737 1703550743 469876573
QUERY 1620866408 581101110 939509589
QUERY 406011017 1269400346 114760235
INSERT 1781680180 1454129622 2029051171
QUERY 1877127493 754559859 473429697
QUERY 895225404 1026942696 1446404003
QUERY 993967637 941804289 1826620483
QUERY 1408347194 698374759 1595747036
QUERY 370843265 1894628950 32055249
QUERY 885401992 80904633 337393744
QUERY 218961267 1925526474 1784837010
INSERT 532602686 110783059 559789397
QUERY 1586732094 855327850 185782070
QUERY 453173332 588824910 47272888
QUERY 2123987799 733628447 639286229
QUERY 191860517 323791664 1357953447
QUERY 1167272188 283308094 865196188
QUERY 1084157455 1464913539 1455695712
QUERY 1999868156 157247397 1654953968
QUERY 1031800411 114284273 610785658
INSERT 2099095564 379555671 643258601
QUERY 619573249 2005386622 1272662310
QUERY 2057303251 318219345 1381501676
QUERY 1686518107 1453048498 1946710049
QUERY 798925615 1578621650 431513484
QUERY 1393534345 1560080942 2135467698
QUERY 161073263 801894924 886297855
QUERY 500845035 80895403 373328854
QUERY 2056595134 1752591540 1413879550
QUERY 546389569 234799752 1498387409
QUERY 1349936340 786184846 1508957567
QUERY 940095570 757267597 1269314997
QUERY 1760243555 1231192379 1622597488
QUERY 1710771725 1769586257 1353424395
QUERY 1445183171 1078707238 341395489
QUERY 1816591375 295569278 1427916766
QUERY 1280631491 126401947 1204462951
QUERY 1601070327 1873221062 853617194
QUERY 1610884791 160528490 887099134
QUERY 1254219413 232438437 325148150
QUERY 125443968 1824172190 967844197
QUERY 1561783348 1003497683 821319300
QUERY 1409166492 641783500 800188068
QUERY 1345211322 948050740 919564026
QUERY 1421107447 1848282097 1359595086
QUERY 1198872591 178850617 2016146315
QUERY 1666231349 1987519915 1195950186
QUERY 114003217 277724042 327977773
QUERY 475122431 690471744 1368293026
QUERY 1542293981 1100976156 291433477
QUERY 1502774186 1083189141 1243018184
QUERY 1952210677 890616315 2016903283
QUERY 236051068 1987318346 1675786687
QUERY 2132390804 1524009618 807727524
QUERY 212528560 474960250 147775927
QUERY 307652890 39681115 1383739822
QUERY 2028059931 831394613 28245350
QUERY 1104561852 915711850 737703662
QUERY 1295166342 1057467587 1799878206
QUERY 1308428239 1088965375 497799367
QUERY 869886608 1181682319 885865484
QUERY 1244389544 2017938568 489233214
QUERY 528914330 481748277 426739811
QUERY 1258134425 1264770702 2039856238
QUERY 1039413136 1329181493 1870970355
QUERY 29396595 1989510815 858420552
QUERY 271826264 1196153579 26416758
QUERY 923466564 182862198 1276036054
INSERT 53317118 1765269268 1265864563
QUERY 1747612840 658164739 1383225303
INSERT 1916299164 500512357 2002309990
QUERY 1153263590 844169939 1033206202
QUERY 1478295982 835294594 1699038999
INSERT 990703265 48182030 912153500
QUERY 1835620064 51377094 855043434
QUERY 472829054 974373440 336119140
QUERY 994283880 2002754308 536956384
QUERY 124976538 13622720 1033030139
QUERY 1822037642 1723843001 1054621031
QUERY 932026304 496060028 828388027
QUERY 1059961393 2089018456 628175011
QUERY 370917955 384370888 772634225
QUERY 1966925235 1468981635 1242176346
QUERY 1816678978 1149844607 1943781300
QUERY 152080670 597934441 432980811
QUERY 186620169 1716482406 698837384
QUERY 1212757121 1377559623 315489908
QUERY 2126343836 1915968035 660527618
QUERY 928330524 1660532797 86134956
QUERY 1566719513 780653071 1766326154
QUERY 1308428239 1088965375 497799367
QUERY 1245466382 95275444 1974571475
QUERY 103898492 1724564980 921787292
QUERY 573120688 1335757408 335531187
QUERY 1953380895 1959664885 1540231841
QUERY 453173332 588824910 47272888
QUERY 1417778613 834931474 270682066
QUERY 94141667 1008367434 89817151
QUERY 1411056365 663201079 1945168126
QUERY 774044599 697517721 2001229904
QUERY 518469860 341996318 2141195899
QUERY 1647190800 680720613 1916928191
QUERY 1342342355 364267928 2067195931
QUERY 1279368786 1312935358 207069206
QUERY 1804289383 846930886 1681692777
INSERT 370892812 607438234 2015367622
QUERY 2024673937 959185480 256640967
QUERY 1138423690 761276325 256978461
QUERY 1091854097 317992893 1631418417
QUERY 1104561852 915711850 737703662
QUERY 261015783 544925281 765645234
QUERY 1007527539 245305162 1053205362
QUERY 1424098174 717731864 1021843957
QUERY 1052472907 1804203453 1634122034
QUERY 1598564401 1438537945 1577418325
INSERT 2104283239 1740760287 1465209411
QUERY 1479889318 1183638251 993295178
QUERY 494220239 189258051 819599372
QUERY 1722060049 1455590964 328298285
QUERY 1654435776 1975886384 1560307071
QUERY 105651997 73090285 114319299
QUERY 1834753815 90815480 283822651
QUERY 1660038320 216272000 1243769942
QUERY 615952861 1073646711 1599184492
QUERY 1012395799 325068642 1550509774
QUERY 2027921911 981626487 491680303
QUERY 1451945165 1773581662 230958963
QUERY 1129525515 1448636640 1418408182
QUERY 1410784446 1690223271 302727392
QUERY 986917082 427338994 135814192
QUERY 918386822 622345808 1036616935
QUERY 1668141618 731252814 1066588368
QUERY 2048214855 967851889 1079835108
QUERY 932026304 496060028 828388027
QUERY 1646081003 1002395888 1811522041
QUERY 1354261664 1981356825 613692766
QUERY 1364109890 2034078348 1395141331
INSERT 1229667676 575884371 736173702
QUERY 1802762070 1226497232 1918828264
QUERY 518807784 144931902 1279991182
INSERT 1557112847 1926656147 1605802
QUERY 1004001690 1626272662 956399287
QUERY 216220853 699460008 1867107722
QUERY 1933084303 87522686 1098193842
INSERT 570219457 939452937 613870692
INSERT 1689778583 1921007878 961671582
QUERY 517681212 815657641 396048570
QUERY 320062251 1351777724 1211270210
QUERY 200476973 2140444014 1246701053
INSERT 1262658743 2079751732 1947148725
QUERY 813722887 1568471124 697306536
QUERY 1635550270 2069110699 712633417
QUERY 2042028215 1697496619 709163925
QUERY 1605908235 1350573793 76065818
QUERY 1936248728 239321960 1311942471
QUERY 1343606042 1111783898 446340713
QUERY 1629099586 288209414 763372247
QUERY 1761938486 1316826315 677868206
QUERY 1305848241 86874246 1186767066
INSERT 1914586839 1133758845 1415590277
QUERY 1975834080 1568585458 1233500732
QUERY 930545146 1619772932 1637336066
QUERY 1033105161 1428779579 1271496281
QUERY 1656905664 119031355 648336313
QUERY 1138588921 2141337759 840359617
QUERY 990703265 48182030 912153500
QUERY 1377284180 1981622242 432411719
QUERY 724025165 240959156 695991608
QUERY 1806119540 2138078721 1953534826
QUERY 620035573 601902703 1608180182
QUERY 871323955 481059995 739314973
QUERY 1877903894 1689689510 1483911023
QUERY 2120741187 2138328364 910450857
QUERY 1783703134 1082304542 1548620925
QUERY 358167355 5428037 41817928
QUERY 1360933007 300819353 1197182313
QUERY 1414130183 463922151 1983010953
QUERY 1085443638 774579553 1742982043
QUERY 1099046294 425803720 296566081
QUERY 1057418418 995706887 1823089412
QUERY 815774123 2016408437 730832933
QUERY 637172784 431787582 204742850
QUERY 1135020495 651892188 1680539980
QUERY 947186516 454684616 2063987369
QUERY 1298609098 622509328 433310002
QUERY 1896686283 951848653 1489795810
QUERY 1121513477 1894521499 425570781
INSERT 2142449575 237663536 1401751969
INSERT 1783086575 1212715547 541598266
QUERY 524897797 1246322141 1379803375
QUERY 505231122 14161746 269544161
QUERY 288146550 1424061614 1210812207
QUERY 310242589 1211721386 1719650353
QUERY 103407747 2024052883 1281532005
QUERY 1564524615 1315985367 756675294
QUERY 1774706704 1746943939 1894924677
QUERY 2117091729 2088191858 271191337
QUERY 1726213734 936380690 986790856
QUERY 1403910335 1065569095 2013206767
QUERY 1281592711 1184723583 2132762408
QUERY 1336092622 410228794 1026413173
QUERY 257598665 354755951 1202327684
QUERY 233665123 2145174067 468703135
QUERY 2104283239 1740760287 1465209411
QUERY 1502781486 703550253 1909850543
QUERY 1222125880 1924217419 538374954
QUERY 1791321676 1117726230 2063449294
QUERY 1571030484 1046340598 286657780
QUERY 544256446 859586793 1466164434
QUERY 1204594734 185325882 512518694
QUERY 1223662586 1255532085 1385367623
QUERY 859310840 1654844049 995097051
QUERY 2077710360 2051004045 1926381144
QUERY 967108342 1158671754 896172326
QUERY 1445183171 1078707238 341395489
QUERY 2114864682 2078982033 1285222965
QUERY 1696680989 1088894220 636816346
QUERY 1445645326 264867474 416747832
QUERY 174938891 756542983 969051686
QUERY 1617869388 1927454328 1676314462
QUERY 938885117 710012194 802435694
QUERY 2057713583 1900683565 1472312004
QUERY 610051321 1734558663 820791421
QUERY 1308428239 1088965375 497799367
QUERY 2099095564 379555671 643258601
QUERY 304089172 1303455736 35005211
QUERY 1058842991 1372101545 1964411609
QUERY 87755422 889023311 1494613810
QUERY 36950404 559685322 734759393
QUERY 1410553902 753999960 1931525347
QUERY 1469543483 545343058 1511658082
QUERY 932619125 436046852 905023795
QUERY 1266261137 2101838644 641012794
INSERT 1367885820 408752484 2131234795
QUERY 1978254488 1963871372 282056994
QUERY 319007398 1039911549 1532706594
QUERY 1952164289 1800099887 1501579146
QUERY 1335008207 2115305686 574489823
QUERY 972661366 1835699501 251969740
QUERY 440689840 147418535 737981132
QUERY 1802121598 255211827 86500472
QUERY 884447673 255702342 1775349603
QUERY 1105073795 74351260 1736588387
QUERY 1702022939 1850612763 1316505735
QUERY 1510906527 473903566 13798878
QUERY 243804735 737582315 1714330334
QUERY 1768253670 677776187 1189912227
QUERY 2053232475 373953666 403068011
QUERY 493717246 1377819101 3000745
QUERY 34740865 1814887560 1830539036
QUERY 1225187506 177650166 1344555892
QUERY 1542293981 1100976156 291433477
QUERY 404798319 1662346282 1232883557
QUERY 853653579 1022369561 1470246102
QUERY 767886509 721919592 1623892779
QUERY 1220554 461909387 567768395
QUERY 1773621191 512925139 305631458
QUERY 1177512816 1068540933 775710682
QUERY 387759104 229059399 1920968450
QUERY 991810563 1392740049 1965421244
QUERY 501772890 1781999754 150517567
INSERT 1793268534 279731515 945432610
QUERY 2096030841 1740872047 209131987
QUERY 1423441333 1256397686 793417408
QUERY 1970930224 148286327 1742105752
QUERY 1380224854 1959551027 1332205733
QUERY 1569822750 775799924 874213496
QUERY 1758276754 853701754 702280901
QUERY 982012416 700693356 1729022035
QUERY 1378842177 2006437032 448337656
QUERY 1241755064 1882028904 2081746140
QUERY 1676368244 712909298 289740079
QUERY 470133377 1114289673 1040096184
QUERY 939054701 315138458 1750344241
QUERY 102347233 475864370 771092561
QUERY 731644267 1062727797 1597782241
QUERY 839425676 1538026652 1175446571
QUERY 1339454981 1334904500 28796752
QUERY 2006138722 1823796892 1785550551
QUERY 1534653170 651639661 1550994717
QUERY 1153855310 1967559825 1037177324
QUERY 1808269885 940088164 2034769404
QUERY 511702305 2084420925 1937477084
QUERY 724025165 240959156 695991608
QUERY 2125023787 550804899 1651675551
QUERY 2119489126 1438074720 1636808981
QUERY 1759007339 1015857464 1122551742
QUERY 1773238632 1495618155 996970046
QUERY 157230909 175544746 479663071
QUERY 50653534 1087863461 492355298
QUERY 395589311 1322248084 1390689027
INSERT 213401539 1455559120 1230678401
QUERY 1202683880 447510346 486915478
QUERY 452456682 1302539390 1858504292
QUERY 895150807 1248284052 1733060379
QUERY 1391283408 272641290 1523056544
QUERY 918386822 622345808 1036616935
QUERY 1572641122 394206713 376909810
QUERY 672397965 1401967870 99518845
QUERY 1348131619 1910114854 1909531010
INSERT 1035385795 389927835 741116279
QUERY 1071288421 1953148223 1172787083
QUERY 781211203 954927915 949018518
INSERT 249381210 162039621 24712294
QUERY 288229800 1259184161 1005250426
QUERY 522066537 1189153143 1668794409
QUERY 1012836610 627992393 481928577
QUERY 1281592711 1184723583 2132762408
QUERY 534981944 1016686261 268433469
QUERY 981512505 1836997946 1035839366
QUERY 797005272 1972487325 1258679396
QUERY 1808549291 655117098 1953887977
QUERY 342186782 1709510954 1299391033
QUERY 1351538839 1787897525 1745897490
QUERY 797841709 1333320734 205042708
QUERY 1047691519 343191630 1461905545
QUERY 1946966898 45084265 2096309905
QUERY 885799631 1314218593 1281830857
QUERY 19135322 520996877 1909573324
QUERY 1061480709 2133784700 1140982015
QUERY 748034693 1767897449 1114529409
QUERY 88639634 1714710647 1443145325
QUERY 610564030 777134495 660343702
QUERY 1377284180 1981622242 432411719
QUERY 612816071 429363923 547772603
QUERY 1361478979 689034589 1988180237
QUERY 815774123 2016408437 730832933
QUERY 858355104 1152722965 1672707754
QUERY 1606579533 304225414 742039093
QUERY 1707501091 1947704182 58820113
QUERY 1698487330 272312086 359147515
QUERY 1290127955 690367770 1434433518
QUERY 1245985598 1178356466 1630565708
QUERY 1395542463 784271428 1886720572
QUERY 1411944678 585182824 2056763120
QUERY 651318566 1917229649 2066781680
QUERY 2125601794 1479102259 71185417
QUERY 359482119 1261488816 1946655924
QUERY 453173332 588824910 47272888
INSERT 61840350 163793721 584615104
QUERY 323852028 1563796732 737575896
QUERY 646855368 459353623 890904146
QUERY 810202179 1509509943 1946549808
QUERY 898975639 1596558875 298749565
QUERY 114962507 952617546 783387964
QUERY 1327535400 1562346864 1227540702
QUERY 1812155806 699274916 526722088
QUERY 1264297984 1724320894 117083909
QUERY 1104933720 1681545190 1572255140
QUERY 423869934 64356654 459026911
QUERY 210816432 67119675 164341929
QUERY 1511131235 681584231 2143432184
QUERY 1385324287 504651390 1573797092
QUERY 1562321279 52703555 148187814
QUERY 2059341166 1175349394 1177775520
QUERY 848482106 1397571092 1504996542
QUERY 799937350 2083538309 98361895
QUERY 783175739 1646824656 436359554
QUERY 1394050929 1893588743 1038162088
QUERY 331557302 915989944 1277392187
QUERY 621710679 1430317777 1018471690
QUERY 233665123 2145174067 468703135
QUERY 670272122 1565963897 844490218
INSERT 2081049830 136611344 1348622942
QUERY 1943559513 1913874184 560668691
QUERY 595439124 1727184765 1596808940
QUERY 1361478979 689034589 1988180237
QUERY 1406067367 2020909913 573401868
QUERY 317186010 1371872932 1448855347
QUERY 2119127469 2051542712 1555856827
QUERY 512976554 339980538 1215387142
QUERY 1660038320 216272000 1243769942
QUERY 1280229039 5501400 1982511896
QUERY 2115115464 636600769 1950148346
QUERY 1974502123 1377702620 1895378190
QUERY 2062952107 1997466894 364368059
QUERY 727099328 2084526511 1239507261
QUERY 784491785 1679604897 128065148
QUERY 247852722 1768761971 350514510
QUERY 1992301602 1753492792 877671100
QUERY 1402182467 610548850 632968966
QUERY 1918258803 863043860 136864840
QUERY 1885826357 1333685616 1403111054
QUERY 1340153917 661500405 442341938
QUERY 2121946836 1242887175 1368542899
QUERY 766221743 1221216242 808681861
QUERY 236698281 195811230 215056583
INSERT 1437603473 474142376 1251431993
QUERY 1379605560 275808662 738594251
QUERY 812685759 1510204402 1552425280
QUERY 485885139 1460648496 1034012754
QUERY 1597141723 1981208324 207026272
QUERY 146051735 298577354 405568324
QUERY 92210306 1101331249 1756297406
QUERY 1229192454 673588643 932529955
QUERY 201690613 213801961 822262754
QUERY 2024673937 959185480 256640967
QUERY 1234622561 11068334 260396347
QUERY 2082360401 291501092 1305369615
QUERY 1501830323 409098738 1767110751
QUERY 138285561 334533029 298969164
QUERY 979666858 614954055 872867351
QUERY 1144744672 1623913739 469283051
INSERT 1484944890 1746304833 1404257642
QUERY 395279207 606199759 358984857
QUERY 1201034821 1870819743 528755563
QUERY 1696833718 734578649 2141712363
QUERY 2141544804 1124318591 1861996516
QUERY 14933990 1499150323 1910210050
QUERY 1342342355 364267928 2067195931
QUERY 682589948 402518188 913383014
QUERY 2016764524 1717226057 1748349614
QUERY 533498255 414993399 644392212
QUERY 1131359211 1821066342 537322532
QUERY 1531585205 1260995960 573666704
QUERY 1773238632 1495618155 996970046
QUERY 2143493320 512976554 339980538
QUERY 1894372687 1766883647 2140636904
QUERY 1905871151 510403826 541435745
QUERY 1243114772 339895741 1661871855
QUERY 1626215324 1118994197 1582260599
QUERY 1120876718 183236596 2101467675
QUERY 957640735 1084411376 1156253188
QUERY 1660038320 216272000 1243769942
QUERY 415522325 1799560997 332238283
QUERY 1894414993 413992423 1473200774
QUERY 286448566 629580952 396377017
QUERY 1754193780 1563470374 1063161952
QUERY 2069020142 781851004 266434174
QUERY 820697697 655858699 1583571043
QUERY 730199492 1154615609 309766496
QUERY 1776808933 711845894 404158660
QUERY 1441434348 708240338 1427000875
QUERY 273327029 1365050318 1847053979
QUERY 570219457 939452937 613870692
QUERY 42999170 982906996 135497281
QUERY 1979629507 351748718 1350422715
INSERT 1445646262 1937143873 2095761604
QUERY 1376266517 1798599236 44031417
QUERY 1485465765 1125943905 610702346
QUERY 1281830857 1386418627 1156541312
INSERT 1665554414 1025672759 114876887
QUERY 508377528 310734743 1892739431
QUERY 1210359231 521035021 40610537
QUERY 124853666 1826038375 1431545447
QUERY 1345211322 948050740 919564026
QUERY 129504595 450985070 877064852
QUERY 1665554414 1025672759 114876887
QUERY 612078152 437751379 1565690486
QUERY 883799426 1286966948 962764794
QUERY 849703286 147205396 1380637119
INSERT 272059063 1059191847 62769660
QUERY 1145430696 1811072602 1439054256
QUERY 2087815277 1469338524 862938717
QUERY 1902468635 702412425 1676316610
QUERY 1533499281 2025753319 78359216
QUERY 181298401 2006957448 724725203
QUERY 871930600 1064812221 1487884947
QUERY 1550654607 16056139 2090533512
QUERY 2057303251 318219345 1381501676
QUERY 500845035 80895403 373328854
QUERY 2097657371 978053418 29860596
QUERY 1973519220 1195777404 98777501
INSERT 1377075805 2105734949 1463474024
QUERY 399493245 1567022181 817572761
QUERY 350573633 460547410 1208622409
QUERY 2107085948 1027611871 1280253884
QUERY 1426608253 847915875 1036215463
QUERY 1583553378 232770638 447499535
QUERY 273535107 1375267719 789713167
QUERY 1542293981 1100976156 291433477
QUERY 1204127369 119496664 684395173
QUERY 1661754130 372519149 1883028423
QUERY 793825488 2076200920 630710164
QUERY 778276234 178195465 436985372
QUERY 1876691502 1750934610 1923688040
QUERY 49739499 1283965889 1084099795
QUERY 1832064263 1390297731 1407452902
QUERY 1660038320 216272000 1243769942
QUERY 1209935552 508220683 1854905962
INSERT 436937955 338132478 422616390
INSERT 1226272678 715754514 236686064
QUERY 1107332566 536359574 1751737835
QUERY 380921426 1637626427 1218623449
QUERY 942232734 419237027 292594697
QUERY 528433890 1238498976 646755199
QUERY 1483732493 1197477949 1665676898
QUERY 1145151225 943190495 1541417540
QUERY 237140292 2057337242 543906158
QUERY 1858721860 1548348142 105575579
QUERY 1087129359 1926911060 144504415
QUERY 1587449269 1956240684 1901254926
QUERY 1756948813 570492859 1991292153
QUERY 770833934 202019540 104221117
QUERY 432348768 1737071988 1003508370
QUERY 233233021 979601485 2122466788
QUERY 1027075978 754823145 1224399595
QUERY 1499327462 413783119 21619219
QUERY 1660651136 61101360 1267889618
QUERY 67874133 240854387 1561812722
QUERY 1979979844 241142416 2018622501
QUERY 303487621 309597950 302041013
