BULKLOAD Testcases/TC_3/sortedData_3_10_1000.txt 1000
QUERY 1951744731 1315834745 500654815
QUERY 291727373 472238589 615491119
QUERY 1693506673 2120874375 1323357771
QUERY 1924860527 751519626 1831622094
QUERY 319583568 1799811461 823443547
QUERY 1909549502 1006893456 17894480
QUERY 747350513 426101286 1138824782
QUERY 376825500 1570172889 1113684574
QUERY 2108851734 306331371 1395161339
QUERY 1910458081 30191475 176894155
QUERY 1795999327 818696261 166709009
QUERY 1164357128 458279608 405980264
QUERY 192240847 1272405769 712576654
QUERY 1707685005 1090920419 656626003
QUERY 1208237599 1728238674 1721741152
QUERY 249752896 852645439 1172192788
QUERY 598706826 1290738751 1307930630
QUERY 2127364318 1063869380 438370190
QUERY 92741227 1411618810 1063385181
QUERY 244659422 923571926 1408487298
QUERY 664648286 244762626 269324435
QUERY 1722657428 1571412561 1342935800
QUERY 1640888216 654895759 844928761
QUERY 1279080386 1068915494 32048346
QUERY 1472849192 1975535755 1371286470
QUERY 885089167 1283510739 443112305
QUERY 1292737779 442798336 1095998187
QUERY 588910413 1362461700 1833373592
QUERY 244659422 923571926 1408487298
QUERY 539956701 990051133 25702313
QUERY 36522200 673780564 1481778134
QUERY 317126222 994162344 554361634
QUERY 1412242518 427838907 2026232398
QUERY 399932866 1186116428 1023315551
QUERY 1612225964 614197656 943199191
QUERY 105746785 240241881 1671766073
QUERY 1332553665 1559896629 862944292
QUERY 922658441 837324436 331307320
QUERY 1924860527 751519626 1831622094
QUERY 298426369 1934618776 462553711
QUERY 741448506 2127193956 1163798128
QUERY 1716922756 873251159 2073166911
QUERY 1961263587 266723311 1444378495
QUERY 154680328 1266054298 629557294
QUERY 970610666 211746160 1053605263
QUERY 1729658520 559835112 1390326301
QUERY 539838398 1859167946 1863950555
QUERY 744360423 1229027457 598160945
QUERY 101073399 870213867 1811117913
QUERY 1403673679 265641100 1740364308
QUERY 1656577037 172369901 8889070
QUERY 1372701656 302935946 1189010887
QUERY 1242659839 617128645 123629691
QUERY 228881487 349335447 1328109471
QUERY 1828759668 1850428111 1565424320
QUERY 756636804 739928383 1284415676
QUERY 1813747373 1584743330 1439541360
QUERY 686400975 2070027587 785666202
QUERY 1568267928 1979613603 775949885
QUERY 464010208 1763389196 1792754339
QUERY 1175527259 219595678 874775429
QUERY 2013669811 220672658 36231713
QUERY 1421842386 1523399648 1294649466
QUERY 1599294767 825093660 1453080750
QUERY 1375624689 1919468510 997742674
QUERY 829872630 1801645887 1997740304
QUERY 156798866 1482247873 2090383231
QUERY 1023748063 585457454 767011104
QUERY 564405674 1067139783 346023340
QUERY 1879059288 1095445732 533502339
INSERT 401042834 1667304647 2068163936
QUERY 1510780287 2013768188 2131909717
QUERY 859686772 1392304086 390390196
QUERY 182693335 1371652128 2078766605
QUERY 1881179866 60298633 166648011
QUERY 1325563578 260598455 89566561
QUERY 1814958662 349782597 1749551434
QUERY 3110621 1868282001 827132186
QUERY 721532812 847282036 2048942158
QUERY 596216492 126978175 43455536
QUERY 1795885148 1087332589 1612164121
QUERY 1346346431 756697013 1770099377
QUERY 355883172 89253358 2141856400
QUERY 1143461352 1294869967 546943807
QUERY 2092617542 25136392 1379329305
QUERY 1241929554 1865616202 1274441025
QUERY 876862799 1013030524 11177053
QUERY 1297224851 85520502 1192310446
QUERY 1520880309 815596864 734159781
QUERY 822116660 1554182528 658561306
QUERY 1920781505 1418503074 1840911202
QUERY 1866047594 752178322 321375077
QUERY 1071259701 311346827 386434878
INSERT 1324377352 397611931 1443594001
INSERT 1694836783 1529114503 1605026526
QUERY 272469053 10574804 406332935
QUERY 729583354 489473823 1802979137
QUERY 1908465361 255813100 1876820775
QUERY 481515449 1445993759 1463632533
QUERY 1805037046 121002879 713933605
QUERY 1420372731 542559213 176853986
QUERY 995633521 822132023 1127554517
QUERY 1138129322 1625814827 390395829
QUERY 880358116 1767477065 418009543
QUERY 637440075 1283573150 1591691950
QUERY 1064468623 1313816097 1381575923
QUERY 373240957 1604647102 1893184875
QUERY 1110290372 846631670 2066799642
QUERY 1490703721 1708097021 225525421
QUERY 1269935653 22439733 678650497
QUERY 1096660040 644149951 1665723316
QUERY 1667359934 1919246999 380616304
QUERY 1106961106 613848227 1623551138
QUERY 2011025120 1328393800 1605890430
QUERY 1492559007 820291317 1538147479
QUERY 52808033 996537660 733402408
QUERY 1078283762 1466716702 2122859839
QUERY 1474715494 794797052 2136913618
QUERY 1714568098 1965535246 921915364
INSERT 208184344 2114661167 226633338
QUERY 1706835401 893044253 812497375
QUERY 1661324912 1472449736 139437931
QUERY 590697623 645083869 595106023
QUERY 1997071329 1559358549 1411832752
INSERT 873081282 351397765 252546484
QUERY 822116660 1554182528 658561306
QUERY 1832288198 206622753 1568660802
QUERY 793952792 1681739598 1610447124
QUERY 2122092224 2107313579 1649082489
QUERY 611186541 2083030306 1529311416
QUERY 1137745344 393005588 750671558
QUERY 2010801747 627150715 734558144
QUERY 903619587 1599295687 1742936626
QUERY 76198979 605631949 787285488
QUERY 790702188 666327767 604946987
QUERY 1543199412 621728574 1930963940
QUERY 1224644390 1337818039 343830997
QUERY 1017753931 1420146831 430492464
QUERY 26219378 1034644663 231549282
QUERY 1830844969 1366170575 148399824
QUERY 2074679848 15516037 1998977363
QUERY 456440702 1185520116 1621032951
QUERY 1429539575 1601429893 1551778590
QUERY 675094303 437948825 1279328705
QUERY 476714619 100382345 1772680007
QUERY 1563460610 391625223 1089786869
QUERY 110549527 1639056635 1374602819
QUERY 1976741097 2012789063 197101272
QUERY 1708046937 318322279 884863363
QUERY 1487952535 1810488427 72463954
QUERY 488401180 1616772773 1662484752
QUERY 2109135 1976060249 85622702
QUERY 1501661457 1817794271 672896699
QUERY 313601394 752529292 705033085
QUERY 914504461 1597167188 1133056479
QUERY 1716922756 873251159 2073166911
QUERY 1370427776 221156832 1424397702
QUERY 798564492 642114995 245300526
QUERY 704396180 1068309115 25144423
QUERY 1628843015 1176367178 1039974352
QUERY 2013438674 1455740652 1772092654
QUERY 1137673577 1841007058 1356165488
QUERY 1523082993 1470443578 1677220295
QUERY 237044420 1571294267 145985183
QUERY 663091454 2111782406 1182646094
INSERT 1223289593 1826870225 982269108
QUERY 779049652 1196485728 1838257978
QUERY 1178822333 1965808699 1896968000
QUERY 1484635966 1180288619 1742359717
QUERY 1732925311 744938246 1547910864
QUERY 1473349119 1841023460 1557711151
QUERY 818531312 1702233910 2052987824
QUERY 1880154328 975560996 311040073
QUERY 1170047885 317608370 1961970023
QUERY 884590459 1918713090 1430377247
QUERY 1133073476 177797096 1356929933
INSERT 904341569 1544602750 2096950252
QUERY 349226668 1111508532 810039101
QUERY 1750166267 1397080065 310537136
QUERY 1892561607 640013894 2028915813
QUERY 1051480051 1261145666 1073374767
QUERY 706186193 598870718 1755084847
QUERY 1932881943 1677686343 775410786
QUERY 223222510 427006141 1709799546
QUERY 295696513 1390972091 346779116
QUERY 118443968 1326551549 182001794
QUERY 1701426979 1614211555 2112066634
QUERY 1225728653 1886206491 1468641166
QUERY 2067511884 1443422574 765665446
QUERY 1126801807 1239122311 1346564906
QUERY 1004776958 1374613193 119831722
QUERY 337149536 1426997964 1060271435
QUERY 1609809436 1729190816 316401492
QUERY 1217497733 837841404 1295926018
QUERY 464010208 1763389196 1792754339
QUERY 401042834 1667304647 2068163936
QUERY 1807539639 2018663583 667593768
QUERY 1764281422 1766056756 1274874209
QUERY 1027292317 165390845 1495242571
QUERY 276909886 648568932 743378342
QUERY 1581219747 2055930199 1454288709
QUERY 363668271 1101730293 275169661
QUERY 283906530 2049382426 494627341
QUERY 1127854377 1508111076 1768921716
QUERY 1306412513 119944464 1681813896
QUERY 2112796698 663288929 2000399164
QUERY 1880072868 898833576 2066486887
QUERY 273307127 8592266 783247339
QUERY 1269129219 784122477 1045714863
QUERY 1418624220 136661588 917493119
QUERY 1472099378 661248899 2004700089
QUERY 540917198 161037138 294181470
QUERY 273307127 8592266 783247339
QUERY 1880541318 268612254 709446865
QUERY 1614907813 1895503178 866607246
QUERY 1137673577 1841007058 1356165488
QUERY 1335420262 88367311 1221120448
QUERY 1642093182 387041189 1145359022
QUERY 2097540117 1916604581 106497522
QUERY 1843486983 2088297300 2076016876
QUERY 637980093 1642171999 305487951
QUERY 1220658657 1510965983 1625070410
QUERY 1820566515 129060589 1880028718
QUERY 226173994 1114181878 1777457718
QUERY 853253893 1745720391 1253655841
QUERY 1924106747 508905991 1585948651
QUERY 1986989543 1595111785 1019711615
QUERY 2036803578 987792345 1526323240
QUERY 1783850346 1643351775 1992632674
QUERY 1370742761 1932584102 586272485
QUERY 1814925417 1498041880 952046290
INSERT 1569532005 1640688967 2032457420
QUERY 1011684565 365212670 1460993435
INSERT 1176908254 326968088 937791718
QUERY 656541456 1565444292 613590531
QUERY 1366397393 2037154613 1658377981
QUERY 995749261 2082114431 1028314942
QUERY 842641231 365936225 2125663717
QUERY 634609069 1762731468 811187835
QUERY 1028562565 181179712 1401948819
QUERY 1728916907 1622194016 1843637608
QUERY 1847254544 343926641 830537483
QUERY 1862074424 514943904 1271610837
QUERY 708943271 12230560 1274494670
QUERY 1536220471 1547984198 494123872
QUERY 1305311707 542928733 1417377343
QUERY 1536560858 1041755773 1633548651
QUERY 345503290 1778350372 1416858591
QUERY 1760785232 152072203 1005064346
QUERY 864147346 1491677819 899309979
QUERY 729997052 1254641244 729456032
QUERY 346403426 149358937 1394126769
QUERY 226151260 1837264910 530684290
QUERY 1520880309 815596864 734159781
QUERY 616230457 395815301 2038696108
QUERY 1326244801 1525492423 1212493481
QUERY 295696513 1390972091 346779116
QUERY 657648358 1746779651 517514262
QUERY 504443426 1226219949 1836785054
QUERY 194339192 2063868703 360368136
QUERY 15383155 603837733 1167842606
QUERY 864636500 1689515106 837559306
INSERT 1406865127 59409387 249148885
QUERY 884193741 1283750892 1868068288
QUERY 1467364292 125225538 309049866
QUERY 82170584 1331093419 436833312
QUERY 101194514 1200202298 1645409131
INSERT 1483202558 410367180 1637082424
QUERY 637440075 1283573150 1591691950
QUERY 1179034450 126910818 1714782714
QUERY 851049958 1185942905 618815836
INSERT 505823549 744041374 954015426
QUERY 1036186011 97270150 858864391
QUERY 401042834 1667304647 2068163936
QUERY 1885024105 1177730021 1273850507
QUERY 245991922 890306071 647855618
QUERY 215154684 742900989 2028321450
QUERY 533461169 1784946595 434025903
QUERY 517701981 1200844175 1665726091
QUERY 1453173173 1759273947 1881785248
QUERY 46273408 36026899 877473776
QUERY 3840635 796358003 1423117176
QUERY 2070972794 1674858930 556397316
QUERY 1348486466 1189411100 982329703
QUERY 768535027 338820315 33100121
QUERY 1698826212 692641352 690295167
QUERY 55675170 379417487 1920103229
QUERY 691612200 1241828756 287974640
QUERY 654836753 1947273486 558632561
QUERY 1101442737 735611552 1670012687
QUERY 1185761584 2112824388 835920139
QUERY 1428177667 979977449 1156120957
QUERY 500950761 935933261 1253965122
QUERY 918779205 988141093 369082277
QUERY 5308436 1475761978 1379047437
QUERY 950954794 1208858517 335116144
QUERY 567723842 814442103 1344962694
QUERY 1875432150 396530184 242750798
QUERY 190441751 722413865 1868383239
QUERY 780655280 1007875969 1859386021
INSERT 1462344003 1254607181 1438104773
QUERY 533461169 1784946595 434025903
QUERY 1800167322 1951980518 393202634
QUERY 2128754750 1764726088 244902745
QUERY 655151951 1095422408 1110819889
QUERY 1845809347 1823114372 941125493
QUERY 253933716 1813183152 1640887695
QUERY 484219996 657118067 691314216
QUERY 918779205 988141093 369082277
QUERY 569303983 1740930619 283990390
QUERY 494756589 1908933053 751135897
QUERY 1846558305 628496726 2049273977
QUERY 1724904701 858911778 1893531364
INSERT 1112845495 1559230868 330402427
QUERY 1169630578 1063775580 1291049815
INSERT 1620983652 1981801199 830918968
QUERY 1086018652 1858991596 1768982089
QUERY 488401180 1616772773 1662484752
QUERY 1632125944 352438101 1848823179
QUERY 927456208 903649571 1705945191
QUERY 234758695 1429764021 1179936675
QUERY 572264571 548428069 1617145755
QUERY 998075051 1421632116 297036712
QUERY 323544783 1525781290 2025215669
QUERY 1439345835 802924737 1010321526
QUERY 186823897 1835180691 34419574
QUERY 713680101 1314407662 1498949632
QUERY 1538139033 1484798172 1962693164
QUERY 1352890002 1253419418 1502291756
QUERY 779049652 1196485728 1838257978
QUERY 1346471435 1655109449 1446238817
QUERY 2001577739 1403386527 972158028
QUERY 659855071 1717978785 1478373853
QUERY 810663297 1049804665 928249701
QUERY 1974582168 251723746 1804308865
QUERY 910244635 1244367466 276137846
QUERY 2003973273 314414243 346817928
QUERY 1054587884 901220858 365418114
QUERY 280138038 2000405360 1707066258
QUERY 15252676 1078224367 1747411910
QUERY 1569532005 1640688967 2032457420
QUERY 1974315246 1308328299 418032821
QUERY 1662400287 1707583193 1085344743
QUERY 96394986 1420833357 548596682
QUERY 918779205 988141093 369082277
QUERY 356938735 2079028467 2101538504
QUERY 1701466766 671619326 585807773
QUERY 89827207 1078798819 73558776
QUERY 1505004122 1469244792 1011748280
QUERY 399988962 2017385517 503500874
QUERY 996429623 254765908 1987627562
QUERY 1732925311 744938246 1547910864
QUERY 2093502196 1815141199 1752288271
QUERY 827359955 264599733 1553655171
QUERY 1796552530 278815493 1140216720
QUERY 497737195 368985532 639911766
QUERY 1039900728 1432742732 1279592294
INSERT 1851241283 786592390 561148639
QUERY 1904843921 1389101232 1274608251
INSERT 851900546 1716083467 130205152
QUERY 950135918 1532059770 1860758754
QUERY 2139574248 1009526935 80869392
QUERY 449854925 260165852 922621345
QUERY 207880429 358054992 2013305980
QUERY 426970971 947909047 1350421066
QUERY 1332314778 2019623700 841916840
QUERY 1355175272 265172200 1229534270
QUERY 1970178011 1525574249 1530598319
QUERY 1761022640 1894307987 472212640
QUERY 474622016 739284601 1075959281
QUERY 1177638160 1698742201 202079442
QUERY 386337153 346355071 578006082
QUERY 1910320860 1426200360 314105284
QUERY 1669280556 1490529343 205725483
QUERY 468904758 1650788266 621537461
QUERY 67054468 116055668 598398685
INSERT 404254825 1479223308 1218604450
QUERY 1177970632 1436992457 937229606
QUERY 1515235689 970884445 1255535972
QUERY 1569641256 355946396 1373276018
QUERY 1390577450 127902447 441228855
QUERY 615263246 1214696580 519342289
QUERY 923384958 172749407 346666707
QUERY 1126801807 1239122311 1346564906
QUERY 1409450360 1641606967 780905336
QUERY 1519115304 983466724 1399611230
QUERY 821768839 1005650954 458860252
QUERY 1262499084 768202093 1887079834
QUERY 1055432787 1117142182 1147104165
QUERY 602605867 676926161 53188045
QUERY 1618459202 1001464571 1395548885
QUERY 1904843921 1389101232 1274608251
QUERY 1749552183 1172930205 1347970226
QUERY 918779205 988141093 369082277
QUERY 983575066 497605290 793296145
QUERY 1066370606 659888522 1860519462
QUERY 1146565090 1469508923 1037920759
QUERY 508896313 1930791664 898989389
QUERY 249397775 542333613 1770238943
QUERY 1717728679 1705130314 195275467
QUERY 474207489 325839147 631181631
QUERY 295696513 1390972091 346779116
QUERY 718996443 1904433206 1539938219
QUERY 430375330 647404978 729898986
QUERY 1628888375 1514901652 1723696960
QUERY 375464836 554333370 1740092666
QUERY 1741780720 882703993 1538333821
QUERY 1849587428 534115234 460504565
QUERY 1572355009 1681787060 1428148897
QUERY 490018747 282999573 902065334
QUERY 1138178388 296404958 76861107
QUERY 1800558067 251922085 1833670597
QUERY 850149286 1664289455 832448588
QUERY 1180056555 632196971 374560724
QUERY 2073040452 950299436 354536295
INSERT 259936650 1543045303 1156129909
QUERY 53467643 85711886 592067639
QUERY 988215360 123341559 2025365911
QUERY 1944139515 262702579 1127771132
QUERY 518492369 899631085 1668630344
QUERY 2011025120 1328393800 1605890430
QUERY 1725382191 699274046 1444621829
QUERY 1725478124 843299381 395473745
QUERY 1176908254 326968088 937791718
QUERY 1017753931 1420146831 430492464
QUERY 1047429453 1974226259 411772342
QUERY 444876227 6302794 329538201
QUERY 1473231113 1799730805 1984315759
QUERY 1191952082 994106253 1473542846
QUERY 285269895 1329273747 761995273
QUERY 823262022 1886084932 669116518
QUERY 28980355 741481527 2092567375
QUERY 1919309986 1140288126 162208255
QUERY 764056026 892846389 165912765
QUERY 1924860527 751519626 1831622094
QUERY 1043037230 445524657 1502564621
QUERY 36522200 673780564 1481778134
QUERY 1372961496 719933897 866521999
QUERY 1176908254 326968088 937791718
QUERY 1040257046 702620308 2104576736
QUERY 1961263587 266723311 1444378495
QUERY 1916709994 1095467742 757717876
QUERY 908615609 1752337398 400305045
QUERY 1131099598 948051303 905411452
QUERY 94340249 607441137 634047433
QUERY 2032877147 2010844463 1807502574
QUERY 1488160136 2098232384 1383103835
QUERY 618234117 500285294 157643484
QUERY 866943652 1555813082 1304042155
QUERY 2097540117 1916604581 106497522
QUERY 201358720 302427922 86285533
QUERY 1481397637 2135183507 985053314
QUERY 864446572 1215353551 303573124
QUERY 2068168787 1770729317 60517345
INSERT 241479786 560802640 1723086564
INSERT 956229186 442546568 1250841914
QUERY 1059476393 1680526431 186534512
QUERY 364136507 1192109568 246354816
QUERY 1225407889 1988071486 1636004000
QUERY 1418121827 1595276256 1461836831
QUERY 1355713600 750309761 1278221696
QUERY 1150617639 1620417115 304113873
QUERY 395580484 232645633 63231502
QUERY 249766014 1306783701 1814521241
QUERY 749343138 573230054 1471059152
QUERY 1090569110 832379775 1081171111
INSERT 624473252 666155395 688819268
QUERY 1219899323 1100729320 1256241306
QUERY 1354513569 913628881 1361880228
QUERY 1011897789 955261355 1681417210
QUERY 1931183224 1626254720 387987365
QUERY 301379774 1647583370 1174040117
QUERY 2006419893 373867535 589695684
QUERY 1278514952 820661365 914408278
QUERY 2090024710 1313775981 473602393
QUERY 1895533839 81167869 1866718457
QUERY 1219571984 1220943910 1485413635
QUERY 273307127 8592266 783247339
QUERY 1443986475 521697712 1406324882
QUERY 720191855 714128428 1487174782
QUERY 1755382297 1684704819 1587139978
QUERY 1825643342 1350977100 436338261
QUERY 1150617639 1620417115 304113873
QUERY 225278447 1874868247 934374329
QUERY 775279266 1516889338 821066695
QUERY 656541456 1565444292 613590531
QUERY 58387166 1749060007 1135837154
QUERY 1525160019 1539930491 1461234210
QUERY 285524245 1539607731 125288238
QUERY 2082999594 914963013 977585273
QUERY 1371976198 468240618 1958287230
QUERY 1325563578 260598455 89566561
QUERY 267517458 2090784266 1052282422
QUERY 1316318039 835155431 650317908
QUERY 1394053712 550916805 823427879
QUERY 215551962 293653089 1558303556
QUERY 201230799 298185035 808823966
QUERY 786216643 60459273 778065863
QUERY 396284460 1692934578 591056069
QUERY 1505659523 984273106 1698425505
QUERY 1150617639 1620417115 304113873
QUERY 1423625624 1564496261 1586514462
QUERY 598706826 1290738751 1307930630
QUERY 1256128534 314462117 113215210
QUERY 989196757 44017641 1552550260
QUERY 33904252 1976471382 310352547
QUERY 1741780720 882703993 1538333821
QUERY 1237119552 1284748839 721523781
QUERY 1245997331 170889777 742250049
QUERY 427232133 551161443 1644261081
QUERY 37790246 965007799 1501444815
QUERY 1156297986 1134409811 520024957
QUERY 1394773536 313074269 1659967352
QUERY 1689732618 33062174 1091942177
QUERY 157495369 185495783 38212331
QUERY 586162796 517204845 281198092
QUERY 43637925 320410230 1880767346
QUERY 1319344769 530091073 1526966645
QUERY 1850275023 216410317 1731533840
QUERY 449290870 1368315733 1066024965
QUERY 1314559032 1485499702 1026966440
QUERY 1150617639 1620417115 304113873
QUERY 1507150606 1443672241 597482269
QUERY 729844340 101717550 711227020
QUERY 755543034 2087623698 608976607
QUERY 791421714 896955345 1385844644
QUERY 606676730 436686805 823646664
QUERY 2036803578 987792345 1526323240
QUERY 1062750248 262265677 1137988968
QUERY 1598438848 35798140 1369252063
QUERY 1470969613 311450394 667347941
QUERY 1242359339 1268199742 195661804
QUERY 1581506449 1404442894 1363917656
QUERY 401042834 1667304647 2068163936
QUERY 1473231113 1799730805 1984315759
QUERY 1750467441 1999630502 617708265
QUERY 505154167 1199545063 28819777
QUERY 340270171 1938144589 478325617
QUERY 1746525360 938092388 919317686
INSERT 372115189 176276932 980630808
INSERT 2017406631 1020711480 1970755684
INSERT 306297795 1936012257 1922217574
QUERY 752375128 1806693978 1984246563
QUERY 1036307978 1209791308 1435161146
QUERY 1291818324 1557347906 945921834
QUERY 1636706336 1083100803 1030676406
QUERY 1206953338 86566648 1868030712
QUERY 2130008773 2052758064 2122120242
QUERY 598706826 1290738751 1307930630
QUERY 262640558 1323064189 1736816239
QUERY 436533970 1706872151 1561944050
QUERY 1481015881 284387709 1296682796
QUERY 1150631191 1429810949 2082539768
QUERY 1721058097 1748222046 103471467
QUERY 1403703387 475881922 535750516
QUERY 1481740815 2051091013 1319934314
INSERT 459452073 1582574872 2143622629
QUERY 1219899323 1100729320 1256241306
QUERY 1123088419 624068628 1080230629
QUERY 757735124 1661795838 1447021689
QUERY 729997052 1254641244 729456032
QUERY 1874281392 570130901 398956300
QUERY 1115460386 1210448017 573876051
QUERY 1023208500 867083762 1472852534
QUERY 561027671 218220425 1864980417
QUERY 63258388 29165042 54727975
QUERY 80984795 1248307710 1908967980
QUERY 1988304153 1220247104 1297518105
QUERY 1902621317 1673886692 2009363228
QUERY 977339966 694292888 770547781
QUERY 1803875905 988253295 457477489
QUERY 545166781 521042753 1882712893
QUERY 1561873764 1877268006 1434175549
QUERY 46324439 1267724847 5647480
QUERY 1616054409 1977285681 1897883682
QUERY 240319531 34948330 2042974650
QUERY 2097540117 1916604581 106497522
QUERY 1156297986 1134409811 520024957
QUERY 133664075 379552732 1895582359
QUERY 969102436 1270159143 1614394360
QUERY 133380519 240472169 1343436663
QUERY 1421842386 1523399648 1294649466
QUERY 926347722 856532703 1183986802
INSERT 1988673650 386539154 1545819794
QUERY 2131575285 932821351 225907806
QUERY 830931735 868657908 860974716
QUERY 31538055 1734392877 2072590892
QUERY 349155828 724241256 1283192485
QUERY 1524902147 867203153 2038644033
QUERY 1694836783 1529114503 1605026526
QUERY 522988913 1629023085 1781351886
QUERY 279339880 1273927114 631566481
QUERY 1912474365 732614707 1113525225
QUERY 309678902 1335245832 417576927
QUERY 718079843 120228614 1226050964
QUERY 1813558732 1047567162 1011099442
QUERY 1769398503 1467140852 153029991
QUERY 1934022582 1667480964 1099749664
QUERY 659817939 1707268634 333740629
QUERY 1988879883 224985277 333637020
QUERY 854230783 294747336 893508593
QUERY 823262022 1886084932 669116518
QUERY 215921323 2038126849 552365223
QUERY 1387201777 1577346992 1577083912
QUERY 1156297986 1134409811 520024957
QUERY 1649145028 1424181750 318150064
INSERT 1016363176 137290461 218498429
QUERY 1739888580 56747331 1386959258
QUERY 1030644691 1100696390 1678031524
QUERY 523198221 552424362 562497530
QUERY 1869562013 1109167559 1536934520
QUERY 477594718 1601961651 1583097014
QUERY 2072313346 960294343 1345174546
QUERY 223124893 1088698592 961009976
QUERY 200485587 301443351 354295396
QUERY 1177638160 1698742201 202079442
QUERY 872467573 744669066 1510498892
QUERY 1716922756 873251159 2073166911
QUERY 1750467441 1999630502 617708265
QUERY 522006503 1683639228 77088490
QUERY 1616409152 2014338822 186596496
QUERY 387082083 1733382328 1366596494
QUERY 1251439767 2008319699 53403273
QUERY 798072339 17619647 1327849562
QUERY 802375376 1023156035 145525731
QUERY 319373696 1536288041 1547075676
QUERY 729365022 1376428146 1061109340
QUERY 248529215 1109427061 1560149279
QUERY 1268851813 423501376 1093639624
QUERY 1410993051 1850988813 1630601292
QUERY 1200484201 936871321 681757844
QUERY 259936650 1543045303 1156129909
QUERY 637440075 1283573150 1591691950
QUERY 7452549 1435774247 996114218
INSERT 1686788403 1188201649 145030059
QUERY 346403426 149358937 1394126769
QUERY 453032641 196065402 1668572621
QUERY 1208868273 1576724701 577808845
QUERY 1695059801 840685928 906465259
QUERY 97791645 226694042 1711604983
QUERY 1914955598 2127891680 1918401316
QUERY 1013700477 412666638 1353164275
QUERY 2067380456 1859622248 1585920831
QUERY 1741277509 279756701 1865510942
QUERY 873081282 351397765 252546484
QUERY 1716922756 873251159 2073166911
QUERY 956229186 442546568 1250841914
QUERY 586549506 199265169 1023565096
QUERY 1317303403 742760642 653114083
QUERY 573010891 397954551 1098510749
QUERY 733013334 1362087372 1344139535
QUERY 2035146640 1750922595 508342456
QUERY 1474096833 1858718683 375499023
QUERY 1477039645 546216969 248959874
QUERY 319514123 2029979410 739601821
QUERY 2097540117 1916604581 106497522
QUERY 859022675 257291404 1626700616
QUERY 1530229106 1583154003 1004548340
QUERY 193146641 1833335747 1501778734
QUERY 1877277758 1944328899 1206981150
QUERY 956215597 864074764 71138827
QUERY 618150683 504962460 690246266
QUERY 1265110950 114897617 1606268907
QUERY 1640113260 2072629003 1542323197
QUERY 2054456197 1774568640 123534768
QUERY 1573193207 582050749 143575871
QUERY 178045892 655106622 405745652
INSERT 1907270137 1372946400 1150112641
QUERY 1768263324 30109589 1691164166
QUERY 1490703721 1708097021 225525421
QUERY 1716922756 873251159 2073166911
QUERY 241479786 560802640 1723086564
QUERY 509310154 1925767714 1999393161
QUERY 827359955 264599733 1553655171
QUERY 1453183577 1925743716 624103839
QUERY 244883516 1008440294 322858487
QUERY 1131649956 1908861544 93237901
QUERY 1210312709 1086178928 1772117053
QUERY 1536560858 1041755773 1633548651
QUERY 1686846771 2133869216 504056386
QUERY 1056853701 220371448 985482585
QUERY 2077608482 1878693154 1276749486
QUERY 1082028551 1078629284 128447941
QUERY 559008044 992999116 370191042
QUERY 802283367 443972326 281165249
QUERY 371145630 1950594575 1796538615
QUERY 1782924184 743466462 88854300
QUERY 309225748 153222129 487950285
QUERY 182209013 2114730851 1141878894
QUERY 56875068 293054465 665741485
QUERY 708943271 12230560 1274494670
QUERY 717248935 802965808 259365780
QUERY 2055904396 1327804641 2096034434
QUERY 37405086 859084476 1724107620
QUERY 1533283420 1828096320 1925215098
QUERY 254112640 917946386 188419454
QUERY 1916954992 1023760768 86060022
QUERY 453033955 1868418656 494084516
QUERY 2007773972 1983923296 420924761
QUERY 101073399 870213867 1811117913
QUERY 630686957 1889082934 1491273454
QUERY 356096411 271885187 1588561990
QUERY 1036986403 966651224 54975405
QUERY 457493715 1455061271 2058224506
QUERY 1630577613 154408967 241472403
QUERY 338829346 890472895 1512834666
QUERY 967856670 2086580313 425778451
QUERY 588603592 1089462358 2023206790
QUERY 1397011134 262237267 1796214793
QUERY 249752896 852645439 1172192788
INSERT 1528326819 648846996 1208916627
QUERY 1156297986 1134409811 520024957
QUERY 1694836783 1529114503 1605026526
QUERY 447732875 1894232090 1928311040
QUERY 225278447 1874868247 934374329
QUERY 1393882743 1410044203 948620278
QUERY 95749942 1563663833 1023238919
QUERY 1343753419 949944527 171588292
QUERY 647572495 161797530 1618088253
QUERY 2131480281 681941489 244890832
QUERY 1837977308 1507805541 937284354
QUERY 26763907 1803854435 1372535069
QUERY 1719140546 1054639411 813220727
QUERY 238983205 326899300 837577006
QUERY 829650320 1679334501 2000045136
QUERY 1767901795 385177957 1014615179
QUERY 1237119552 1284748839 721523781
QUERY 522793639 1170584056 246433851
QUERY 2050288287 402271018 582611731
QUERY 430793837 1576949240 2048383980
QUERY 1668334585 1767310676 694310280
QUERY 814197727 1801548949 333126558
QUERY 279440722 662235021 1991078389
QUERY 1428177667 979977449 1156120957
QUERY 142649771 1054132550 1451242675
QUERY 1354047314 1722140386 686608597
QUERY 1078162663 701680850 1059359167
QUERY 781186178 277660332 290848551
QUERY 259936650 1543045303 1156129909
QUERY 1741780720 882703993 1538333821
QUERY 1116370760 1556336445 739277555
QUERY 920454337 2052582200 1259400818
QUERY 465964484 1814980443 695704016
QUERY 1819027740 1801478197 1129782854
QUERY 201931216 1143898343 279364020
QUERY 878712769 1276476614 1571193240
QUERY 1350086539 1672005764 723760602
QUERY 664332059 333409189 1026913065
QUERY 15383155 603837733 1167842606
